RK,PLAYER,AGE,TM,GOALIE_STATS_GP,GOALIE_STATS_GS,GOALIE_STATS_W,GOALIE_STATS_L,GOALIE_STATS_T/O,GOALIE_STATS_GA,SA,SV,SV%,GOALIE_STATS_GAA,GOALIE_STATS_SO,GPS,GOALIE_STATS_MIN,GOALIE_STATS_QS,GOALIE_STATS_QS%,GOALIE_STATS_RBS,GOALIE_STATS_GA%-,GOALIE_STATS_GSAA,SCORING_G,SCORING_A,SCORING_PTS,SCORING_PIM,SEASON
9,Ben Bishop,27,TBL,63,63,37,14,7,133,1758,1625,.924,2.23,5,12.9,3586,38,.603,8,88,18.48,0,2,2,4,2014
10,Sergei Bobrovsky,25,CBJ,58,57,32,20,5,131,1699,1568,.923,2.38,5,12.1,3299,35,.614,5,89,15.40,0,1,1,2,2014
11,Martin Brodeur,41,NJD,39,39,19,14,6,96,971,875,.901,2.51,3,4.4,2297,18,.462,8,115,-12.33,0,3,3,2,2014
12,Ilya Bryzgalov,33,TOT,32,30,12,9,8,81,891,810,.909,2.68,4,4.9,1814,16,.533,4,106,-4.23,0,0,0,0,2014
13,Peter Budaj,31,MTL,24,21,10,8,3,56,615,559,.909,2.51,1,3.4,1338,9,.429,3,106,-3.01,0,0,0,6,2014
14,Jack Campbell,22,DAL,1,1,0,1,0,6,47,41,.872,6.00,0,0.0,60,0,.000,0,,,0,0,0,0,2014
15,Scott Clemmensen,36,FLA,17,14,6,7,1,47,454,407,.896,3.08,0,1.8,914,6,.429,3,120,-7.88,0,1,1,0,2014
16,Corey Crawford,29,CHI,59,56,32,16,10,128,1533,1405,.917,2.26,2,9.8,3395,31,.554,6,97,4.09,0,1,1,0,2014
17,John Curry,29,MIN,2,1,1,0,0,4,57,53,.930,3.01,0,0.5,80,1,1.000,0,,,0,0,0,0,2014
18,Cédrick Desjardins,28,TBL,1,0,0,1,0,2,13,11,.846,6.65,0,0.0,18,0,,0,,,0,0,0,2,2014
19,Devan Dubnyk,27,TOT,34,31,11,18,3,103,945,842,.891,3.43,2,3.1,1802,11,.355,8,126,-21.57,0,0,0,6,2014
20,Brian Elliott,28,STL,31,25,18,6,2,53,681,628,.922,1.96,4,4.8,1624,15,.600,2,90,5.68,0,2,2,0,2014
Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,2014
21,Dan Ellis,33,TOT,20,16,5,11,0,62,514,452,.879,3.62,1,1.0,1027,4,.250,6,140,-17.71,0,1,1,0,2014
22,Ray Emery,31,PHI,28,21,9,12,2,69,711,642,.903,2.96,2,3.4,1398,11,.524,2,113,-7.74,0,0,0,31,2014
23,Jhonas Enroth,25,BUF,28,26,4,17,5,74,834,760,.911,2.82,0,4.8,1574,14,.538,3,103,-2.14,0,0,0,0,2014
24,Joacim Eriksson,23,VAN,1,0,,,,6,31,25,.806,9.99,0,-0.2,36,0,,0,,,0,0,0,0,2014
25,Viktor Fasth,31,TOT,12,12,5,5,2,33,340,307,.903,2.83,0,1.6,701,5,.417,2,113,-3.70,0,0,0,0,2014
26,Marc-André Fleury,29,PIT,64,64,39,18,5,150,1774,1624,.915,2.37,5,11.1,3792,33,.516,11,98,2.86,0,0,0,4,2014
27,John Gibson,20,ANA,3,3,3,0,0,4,87,83,.954,1.33,1,0.9,181,3,1.000,0,,,0,0,0,0,2014
28,Jean-Sébastien Giguère,36,COL,22,19,11,6,1,53,608,555,.913,2.62,2,3.6,1212,12,.632,4,101,-0.61,0,0,0,4,2014
29,Thomas Greiss,28,PHX,25,20,10,8,5,50,626,576,.920,2.29,2,4.3,1312,12,.600,2,93,3.94,0,0,0,0,2014
30,Philipp Grubauer,22,WSH,17,14,6,5,5,35,469,434,.925,2.38,0,3.5,883,9,.643,2,87,5.41,0,0,0,0,2014
31,Kristers Gudlevskis,21,TBL,1,1,1,0,0,2,38,36,.947,2.01,0,0.4,60,1,1.000,0,,,0,0,0,0,2014
32,Jonas Gustavsson,29,DET,27,26,16,5,4,68,735,667,.907,2.63,0,3.9,1551,13,.500,6,107,-4.67,0,0,0,0,2014
33,Matt Hackett,23,BUF,8,8,1,6,1,22,239,217,.908,3.10,0,1.3,426,4,.500,1,,,0,0,0,0,2014
34,Jaroslav Halák,28,TOT,52,50,29,13,7,110,1385,1275,.921,2.25,5,9.5,2939,30,.600,6,92,9.34,0,1,1,0,2014
35,Andrew Hammond,25,OTT,1,0,,,,0,11,11,1.000,0.00,0,0.2,35,0,,0,,,0,0,0,0,2014
36,Josh Harding,29,MIN,29,26,18,7,3,46,690,644,.933,1.66,3,5.8,1668,21,.808,3,77,13.45,0,0,0,0,2014
37,Cal Heeter,25,PHI,1,1,0,0,1,5,38,33,.868,4.69,0,0.0,64,0,.000,0,,,0,0,0,0,2014
38,Magnus Hellberg,22,NSH,1,0,,,,1,4,3,.750,4.92,0,-0.1,12,0,,0,,,0,0,0,0,2014
39,Jonas Hiller,31,ANA,50,50,29,13,7,120,1348,1228,.911,2.48,5,7.7,2909,27,.540,11,103,-3.85,0,2,2,0,2014
40,Braden Holtby,24,WSH,48,45,23,15,4,126,1475,1349,.915,2.85,4,9.0,2656,26,.578,7,99,1.10,0,2,2,7,2014
41,Jimmy Howard,29,DET,51,50,21,19,11,133,1482,1349,.910,2.66,2,8.3,3004,25,.500,7,104,-5.30,0,0,0,6,2014
42,Michael Hutchinson,23,WPG,3,3,2,1,0,5,88,83,.943,1.64,0,0.8,183,3,1.000,0,,,0,0,0,0,2014
43,Carter Hutton,28,NSH,40,34,20,11,4,91,1006,915,.910,2.62,1,5.6,2085,15,.441,8,105,-4.32,0,1,1,2,2014
44,Chad Johnson,27,BOS,27,23,17,4,3,53,708,655,.925,2.10,2,5.2,1511,15,.652,2,87,8.01,0,0,0,0,2014
45,Martin Jones,24,LAK,19,18,12,6,0,33,500,467,.934,1.81,4,4.2,1095,13,.722,1,77,10.08,0,1,1,0,2014
46,Nikolai Khabibulin,41,CHI,4,4,1,0,1,14,74,60,.811,5.01,0,-0.5,168,1,.250,3,,,0,0,0,0,2014
47,Anton Khudobin,27,CAR,36,34,19,14,1,80,1076,996,.926,2.30,1,8.0,2084,22,.647,2,86,12.72,0,0,0,0,2014
48,Connor Knapp,23,BUF,2,1,0,0,1,4,32,28,.875,3.14,0,0.0,77,0,.000,0,,,0,1,1,0,2014
49,Darcy Kuemper,23,MIN,26,25,12,8,4,60,702,642,.915,2.43,2,4.3,1480,12,.480,4,99,0.49,0,0,0,0,2014
50,Jason LaBarbera,34,EDM,7,4,1,3,0,19,146,127,.870,3.27,0,0.1,348,0,.000,3,,,0,0,0,0,2014
51,Eddie Läck,26,VAN,41,37,16,17,5,93,1052,959,.912,2.41,4,6.1,2319,20,.541,5,103,-2.35,0,0,0,0,2014
52,Nathan Lawson,30,OTT,1,0,,,,2,10,8,.800,10.11,0,-0.1,12,0,,0,,,0,0,0,0,2014
53,Robin Lehner,22,OTT,36,30,12,15,6,99,1141,1042,.913,3.06,1,6.8,1942,19,.633,5,101,-0.68,0,0,0,4,2014
54,Kari Lehtonen,30,DAL,65,64,33,20,10,153,1888,1735,.919,2.41,5,12.6,3804,36,.563,10,94,9.68,0,4,4,4,2014
55,Nathan Lieuwen,22,BUF,7,5,1,4,0,18,191,173,.906,2.97,0,1.0,363,2,.400,0,,,0,0,0,0,2014
56,Anders Lindbäck,25,TBL,23,18,8,12,2,63,580,517,.891,2.90,1,1.9,1302,6,.333,3,126,-13.02,0,0,0,2,2014
57,Henrik Lundqvist,31,NYR,63,62,33,24,5,144,1810,1666,.920,2.36,5,12.4,3655,36,.581,9,92,11.96,0,4,4,0,2014
58,Roberto Luongo,34,TOT,56,56,25,23,7,129,1589,1460,.919,2.40,4,10.6,3222,29,.518,4,94,7.92,0,0,0,2,2014
59,Joey MacDonald,33,CGY,11,9,5,4,1,29,264,235,.890,2.91,0,0.8,599,2,.222,2,,,0,0,0,2,2014
60,Drew MacIntyre,30,TOR,2,1,0,1,0,4,51,47,.922,2.54,0,0.4,95,0,.000,0,,,0,0,0,0,2014
61,Jacob Markström,24,TOT,16,12,2,8,3,46,361,315,.873,3.39,0,0.4,814,3,.250,4,148,-14.89,0,0,0,0,2014
62,Steve Mason,25,PHI,61,60,33,18,7,145,1751,1606,.917,2.50,4,11.3,3486,35,.583,9,96,5.88,0,1,1,10,2014
63,Marek Mazanec,22,NSH,25,22,8,10,4,64,650,586,.902,2.80,2,3.0,1370,11,.500,6,114,-7.99,0,0,0,0,2014
64,Curtis McElhinney,30,CBJ,28,21,10,11,1,64,703,639,.909,2.70,2,3.8,1423,12,.571,3,106,-3.43,0,1,1,0,2014
65,Mike McKenna,30,CBJ,4,3,1,1,1,11,114,103,.904,3.01,0,0.5,219,0,.000,0,,,0,0,0,0,2014
66,Ryan Miller,33,TOT,59,59,25,30,4,154,1885,1731,.918,2.64,1,12.4,3501,36,.610,7,95,8.42,0,2,2,0,2014
67,Al Montoya,28,WPG,28,22,13,8,3,59,737,678,.920,2.30,2,5.0,1541,13,.591,1,93,4.50,0,0,0,2,2014
68,Petr Mrázek,21,DET,9,6,2,4,0,13,178,165,.927,1.74,2,1.4,449,4,.667,1,,,0,0,0,0,2014
69,Evgeni Nabokov,38,NYI,40,39,15,14,8,103,1085,982,.905,2.74,4,5.4,2254,16,.410,8,110,-9.51,0,1,1,4,2014
70,Michal Neuvirth,25,TOT,15,13,4,8,2,41,517,476,.921,2.78,0,3.6,884,9,.692,2,92,3.55,0,1,1,0,2014
71,Antti Niemi,30,SJS,64,64,39,17,7,149,1705,1556,.913,2.39,4,10.1,3740,30,.469,9,101,-2.09,0,2,2,0,2014
72,Anders Nilsson,23,NYI,19,17,8,7,2,57,548,491,.896,3.11,0,2.1,1101,6,.353,4,121,-9.78,0,0,0,2,2014
73,Cristopher Nilstorp,29,DAL,1,0,,,,3,17,14,.824,4.56,0,-0.1,39,0,,0,,,0,0,0,0,2014
74,Joni Ortio,22,CGY,9,9,4,4,0,21,193,172,.891,2.52,0,0.6,501,3,.333,1,,,0,2,2,0,2014
75,Ondřej Pavelec,26,WPG,57,57,22,26,7,163,1644,1481,.901,3.01,1,7.4,3248,24,.421,12,115,-21.34,0,3,3,0,2014
76,Justin Peters,27,CAR,21,20,7,9,4,51,626,575,.919,2.50,1,4.1,1225,11,.550,3,95,2.94,0,2,2,4,2014
77,Kevin Poulin,23,NYI,28,26,11,16,1,89,820,731,.891,3.29,0,2.8,1625,8,.308,8,126,-18.34,0,0,0,0,2014
78,Carey Price,26,MTL,59,59,34,20,5,134,1828,1694,.927,2.32,6,13.9,3464,38,.644,7,85,23.51,0,2,2,4,2014
79,Jonathan Quick,28,LAK,49,49,27,17,4,100,1183,1083,.915,2.07,6,7.4,2904,26,.531,6,98,1.93,0,2,2,2,2014
80,Antti Raanta,24,CHI,25,22,13,5,4,63,610,547,.897,2.71,1,2.4,1397,12,.545,6,120,-10.44,0,1,1,0,2014
81,Karri Rämö,27,CGY,40,37,17,15,4,97,1091,994,.911,2.65,2,6.2,2194,19,.514,5,103,-2.99,0,1,1,10,2014
82,Tuukka Rask,26,BOS,58,58,36,15,6,115,1641,1526,.930,2.04,7,13.1,3386,39,.672,8,81,26.40,0,2,2,2,2014
83,James Reimer,25,TOR,36,32,12,16,1,97,1094,997,.911,3.26,1,6.3,1785,16,.500,8,103,-2.73,0,0,0,2,2014
84,Pekka Rinne,31,NSH,24,24,10,10,3,63,645,582,.902,2.77,2,3.0,1367,12,.500,8,113,-7.42,0,0,0,0,2014
85,Cory Schneider,27,NJD,45,43,16,15,12,88,1107,1019,.921,1.97,3,7.6,2680,25,.581,4,92,7.39,0,0,0,4,2014
86,Ben Scrivens,27,TOT,40,35,16,16,4,94,1205,1111,.922,2.55,4,8.5,2210,22,.629,3,91,9.83,0,1,1,6,2014
87,Kent Simpson,21,CHI,1,0,,,,2,7,5,.714,6.00,0,-0.1,20,0,,0,,,0,0,0,0,2014
88,Mike Smith,31,PHX,62,61,27,21,10,159,1871,1712,.915,2.64,3,11.6,3610,35,.574,5,99,2.22,1,3,4,14,2014
89,Alex Stalock,26,SJS,24,18,12,5,2,39,571,532,.932,1.87,2,4.7,1252,12,.667,1,79,10.20,0,0,0,2,2014
90,Niklas Svedberg,24,BOS,1,1,1,0,0,2,35,33,.943,1.97,0,0.3,61,1,1.000,0,,,0,0,0,0,2014
91,Cam Talbot,26,NYR,21,19,12,6,1,33,560,527,.941,1.64,3,5.2,1211,16,.842,0,68,15.25,0,0,0,0,2014
92,Tim Thomas,39,TOT,48,45,18,24,4,128,1390,1262,.908,2.88,0,7.4,2663,25,.556,7,107,-8.23,0,1,1,4,2014
93,Dustin Tokarski,24,MTL,3,2,2,0,0,5,93,88,.946,1.84,1,0.9,163,2,1.000,0,,,0,0,0,0,2014
94,Semyon Varlamov,25,COL,63,60,41,14,6,146,2013,1867,.927,2.41,2,15.5,3640,44,.733,4,84,27.45,0,3,3,2,2014
95,Mark Visentin,21,PHX,1,1,0,1,0,3,32,29,.906,3.06,0,0.2,59,0,.000,0,,,0,0,0,0,2014
96,Cam Ward,29,CAR,30,28,10,12,6,84,824,740,.898,3.06,0,3.4,1645,11,.393,6,118,-13.00,0,1,1,2,2014
97,Jeff Zatkoff,26,PIT,20,18,12,6,2,51,582,531,.912,2.61,1,3.4,1171,9,.500,3,102,-0.85,0,1,1,0,2014
1,Sami Aittokallio,20,COL,1,1,0,0,0,2,25,23,.920,2.43,0,0.2,49,1,1.000,0,,,0,0,0,0,2013
2,Jake Allen,22,STL,15,13,9,4,0,33,346,313,.905,2.46,1,1.8,804,6,.462,4,108,-2.53,0,0,0,0,2013
3,Craig Anderson,31,OTT,24,24,12,9,2,40,677,637,.941,1.69,3,6.5,1421,17,.708,1,67,19.63,0,0,0,0,2013
4,Richard Bachman,25,DAL,13,8,6,5,0,33,288,255,.885,3.25,0,0.9,609,4,.500,3,130,-7.63,0,0,0,0,2013
5,Niklas Bäckström,34,MIN,42,41,24,15,3,98,1072,974,.909,2.48,2,6.2,2368,18,.439,8,104,-3.58,0,0,0,2,2013
6,Jonathan Bernier,24,LAK,14,12,9,3,1,24,306,282,.922,1.87,1,2.2,768,8,.667,1,89,2.95,0,1,1,0,2013
7,Martin Biron,35,NYR,6,5,2,2,1,13,156,143,.917,2.32,0,1.0,336,2,.400,1,,,0,0,0,0,2013
8,Ben Bishop,26,TOT,22,21,11,9,1,56,701,645,.920,2.67,2,5.0,1260,14,.667,3,91,5.74,0,0,0,2,2013
9,Sergei Bobrovsky,24,CBJ,38,37,21,11,6,74,1084,1010,.932,2.00,4,9.2,2219,26,.703,4,78,21.48,0,0,0,0,2013
10,Brian Boucher,36,PHI,4,1,0,2,0,6,55,49,.891,2.50,0,0.2,144,0,.000,0,,,0,0,0,0,2013
11,Martin Brodeur,40,NJD,29,29,13,9,7,65,654,589,.901,2.22,2,3.1,1757,15,.517,6,113,-7.40,1,2,3,0,2013
12,Ilya Bryzgalov,32,PHI,40,40,19,17,3,107,1066,959,.900,2.79,1,5.0,2298,20,.500,10,114,-13.11,0,3,3,0,2013
13,Peter Budaj,30,MTL,13,10,8,1,1,25,273,248,.908,2.28,1,1.6,656,6,.600,2,104,-0.95,0,0,0,0,2013
14,Scott Clemmensen,35,FLA,19,11,3,7,2,53,421,368,.874,3.67,0,0.7,866,3,.273,4,143,-15.92,0,0,0,0,2013
15,Corey Crawford,28,CHI,30,28,19,5,5,57,769,712,.926,1.94,3,6.0,1761,19,.679,1,84,10.73,0,0,0,4,2013
16,Yann Danis,31,EDM,3,0,1,0,0,7,59,52,.881,3.81,0,0.1,110,0,,0,,,0,0,0,0,2013
17,Cédrick Desjardins,27,TBL,3,2,0,3,0,8,73,65,.890,3.00,0,0.3,160,0,.000,0,,,0,0,0,0,2013
18,Rick DiPietro,31,NYI,3,3,0,3,0,12,83,71,.855,4.10,0,-0.1,176,0,.000,1,,,0,0,0,0,2013
19,Devan Dubnyk,26,EDM,38,37,14,16,6,90,1132,1042,.920,2.57,2,8.1,2101,20,.541,5,90,9.70,0,0,0,0,2013
20,Brian Elliott,27,STL,24,20,14,8,1,49,526,477,.907,2.28,3,2.9,1292,12,.600,6,106,-2.67,0,0,0,0,2013
Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,2013
21,Dan Ellis,32,CAR,19,16,6,8,2,52,555,503,.906,3.13,1,3.0,997,8,.500,4,106,-3.12,0,2,2,0,2013
22,Ray Emery,30,CHI,21,19,17,1,0,36,460,424,.922,1.94,3,3.4,1116,12,.632,1,89,4.52,0,0,0,0,2013
23,Jhonas Enroth,24,BUF,12,9,4,4,1,27,332,305,.919,2.60,1,2.3,623,7,.778,1,92,2.24,0,0,0,0,2013
24,Viktor Fasth,30,ANA,25,23,15,6,2,52,661,609,.921,2.18,4,4.8,1428,14,.609,3,89,6.22,0,0,0,0,2013
25,Marc-André Fleury,28,PIT,33,31,23,8,0,74,881,807,.916,2.39,1,5.9,1858,15,.484,5,95,3.60,0,2,2,2,2013
26,Jeff Frazee,25,NJD,1,0,0,0,0,0,3,3,1.000,0.00,0,0.1,19,0,,0,,,0,0,0,0,2013
27,Mathieu Garon,35,TBL,18,16,5,9,2,44,427,383,.897,2.90,0,1.9,910,6,.375,4,117,-6.39,0,0,0,0,2013
28,Jean-Sébastien Giguère,35,COL,18,14,5,4,4,43,469,426,.908,2.84,0,2.7,908,4,.286,1,104,-1.69,0,0,0,4,2013
29,Thomas Greiss,27,SJS,6,5,1,4,0,13,153,140,.915,2.53,1,1.0,308,3,.600,1,,,0,0,0,0,2013
30,Philipp Grubauer,21,WSH,2,1,0,1,0,5,59,54,.915,3.57,0,0.4,84,0,.000,0,,,0,0,0,0,2013
31,Jonas Gustavsson,28,DET,7,4,2,2,1,17,140,123,.879,2.92,0,0.3,349,2,.500,1,,,0,1,1,2,2013
32,Matt Hackett,22,MIN,1,1,0,1,0,5,33,28,.848,5.07,0,0.0,59,0,.000,1,,,0,0,0,0,2013
33,Jaroslav Halák,27,STL,16,15,6,5,1,29,286,257,.899,2.14,3,1.3,813,7,.467,4,115,-3.81,0,1,1,0,2013
34,Josh Harding,28,MIN,5,3,1,1,0,10,73,63,.863,3.24,1,0.0,185,1,.333,2,,,0,0,0,0,2013
35,Johan Hedberg,39,NJD,19,19,6,10,3,51,435,384,.883,2.76,1,1.2,1108,9,.474,6,133,-12.69,0,1,1,4,2013
36,Jonas Hiller,30,ANA,26,25,15,6,4,59,675,616,.913,2.36,1,4.2,1498,14,.560,2,99,0.45,0,1,1,2,2013
37,Braden Holtby,23,WSH,36,35,23,12,1,90,1123,1033,.920,2.58,4,8.0,2089,20,.571,5,91,8.91,0,2,2,2,2013
38,Jimmy Howard,28,DET,42,42,21,13,7,87,1129,1042,.923,2.13,5,8.4,2446,26,.619,7,87,12.44,0,1,1,0,2013
39,Carter Hutton,27,CHI,1,1,0,1,0,3,28,25,.893,3.06,0,0.1,59,0,.000,0,,,0,0,0,0,2013
40,Leland Irving,24,CGY,6,5,2,1,1,15,128,113,.883,3.33,0,0.3,270,1,.200,2,,,0,1,1,0,2013
41,Chad Johnson,26,PHX,4,4,2,0,2,5,108,103,.954,1.22,1,1.2,247,3,.750,0,,,0,0,0,0,2013
42,Nikolai Khabibulin,40,EDM,12,11,4,6,1,29,376,347,.923,2.55,1,2.8,684,6,.545,1,88,4.12,0,0,0,0,2013
43,Anton Khudobin,26,BOS,14,14,9,4,1,31,388,357,.920,2.32,1,2.8,803,8,.571,3,91,3.17,0,0,0,4,2013
44,Keith Kinkaid,23,NJD,1,0,0,0,0,1,13,12,.923,2.33,0,0.1,26,0,,0,,,0,0,0,0,2013
45,Miikka Kiprusoff,36,CGY,24,24,8,14,2,77,650,573,.882,3.44,0,1.6,1344,10,.417,9,134,-19.75,0,1,1,0,2013
46,Darcy Kuemper,22,MIN,6,3,1,2,0,10,119,109,.916,2.08,0,0.8,288,2,.667,0,,,0,0,0,0,2013
47,Jason LaBarbera,33,PHX,15,10,4,6,2,32,418,386,.923,2.64,0,3.1,726,5,.500,0,87,4.82,0,0,0,0,2013
48,Robin Lehner,21,OTT,12,12,5,3,4,27,424,397,.936,2.20,0,3.8,735,10,.833,0,72,10.34,0,0,0,0,2013
49,Kari Lehtonen,29,DAL,36,35,15,14,3,88,1050,962,.916,2.66,1,7.0,1986,21,.600,5,95,4.48,0,2,2,0,2013
50,Michael Leighton,31,PHI,1,1,0,1,0,5,26,21,.808,5.07,0,-0.2,59,0,.000,1,,,0,0,0,0,2013
51,Anders Lindbäck,24,TBL,24,21,10,10,1,63,642,579,.902,2.90,0,3.2,1304,11,.524,3,111,-6.45,0,1,1,0,2013
52,Henrik Lundqvist,30,NYR,43,43,24,16,3,88,1190,1102,.926,2.05,2,9.3,2575,29,.674,1,84,16.81,0,1,1,0,2013
53,Roberto Luongo,33,VAN,20,18,9,6,3,51,551,500,.907,2.56,2,3.1,1197,11,.611,3,105,-2.47,0,0,0,0,2013
54,Joey MacDonald,32,CGY,21,17,8,9,1,55,562,507,.902,2.87,0,2.8,1148,7,.412,3,111,-5.50,0,0,0,0,2013
55,Jacob Markström,23,FLA,23,23,8,14,1,68,685,617,.901,3.22,0,3.3,1266,9,.391,6,113,-7.67,0,0,0,0,2013
56,Chris Mason,36,NSH,11,6,1,7,1,29,229,200,.873,3.73,0,0.4,467,3,.500,2,144,-8.83,0,0,0,0,2013
57,Steve Mason,24,TOT,20,17,7,8,1,47,561,514,.916,2.59,0,3.7,1090,7,.412,1,95,2.41,0,1,1,0,2013
58,Ryan Miller,32,BUF,40,39,17,17,5,108,1270,1162,.915,2.81,0,8.3,2302,21,.538,4,97,3.86,0,0,0,2,2013
59,Al Montoya,27,WPG,7,5,3,1,0,17,168,151,.899,2.90,1,0.8,351,2,.400,2,,,0,0,0,0,2013
60,Petr Mrázek,20,DET,2,2,1,1,0,4,51,47,.922,2.01,0,0.4,119,1,.500,0,,,0,0,0,0,2013
61,Evgeni Nabokov,37,NYI,41,41,23,11,7,103,1139,1036,.910,2.50,3,6.7,2475,20,.488,5,103,-2.68,0,4,4,6,2013
62,Michal Neuvirth,24,WSH,13,12,4,5,2,33,367,334,.910,2.74,0,2.2,723,7,.583,2,102,-0.68,0,0,0,0,2013
63,Antti Niemi,29,SJS,43,43,24,12,6,93,1220,1127,.924,2.16,4,9.2,2581,29,.674,3,87,14.45,0,1,1,2,2013
64,Cristopher Nilstorp,28,DAL,5,5,1,3,1,15,146,131,.897,3.09,0,0.6,291,2,.400,2,,,0,0,0,0,2013
65,Ondřej Pavelec,25,WPG,44,43,21,20,3,119,1251,1132,.905,2.80,0,6.6,2553,19,.442,8,108,-8.82,0,0,0,2,2013
66,Justin Peters,26,CAR,19,16,4,11,1,55,506,451,.891,3.46,1,1.9,954,6,.375,3,123,-10.43,0,0,0,0,2013
67,Kevin Poulin,22,NYI,5,4,1,3,0,13,122,109,.893,3.03,0,0.5,258,2,.500,1,,,0,0,0,0,2013
68,Carey Price,25,MTL,39,38,21,13,4,97,1018,921,.905,2.59,3,5.4,2249,21,.553,8,108,-7.34,0,0,0,0,2013
69,Jonathan Quick,27,LAK,37,36,18,13,4,87,889,802,.902,2.45,1,4.4,2134,20,.556,9,111,-8.70,0,0,0,2,2013
70,Tuukka Rask,25,BOS,36,34,19,10,5,70,980,910,.929,2.00,5,8.0,2104,25,.735,4,81,16.32,0,1,1,0,2013
71,James Reimer,24,TOR,33,31,19,8,5,76,995,919,.924,2.46,4,7.5,1856,17,.548,2,87,11.64,0,1,1,0,2013
72,Pekka Rinne,30,NSH,43,42,15,16,8,99,1101,1002,.910,2.43,5,6.5,2444,22,.524,10,102,-2.03,0,1,1,8,2013
73,Jussi Rynnäs,25,TOR,1,0,0,0,0,0,6,6,1.000,0.00,0,0.1,10,0,,0,,,0,0,0,0,2013
74,Cory Schneider,26,VAN,30,30,17,9,4,61,835,774,.927,2.11,5,6.6,1733,21,.700,4,83,12.54,0,1,1,0,2013
75,Ben Scrivens,26,TOR,20,17,7,9,0,46,542,496,.915,2.69,2,3.5,1025,10,.588,3,96,1.74,0,0,0,6,2013
76,Mike Smith,30,PHX,34,34,15,12,5,84,938,854,.910,2.58,5,5.6,1956,17,.500,7,102,-1.38,0,0,0,0,2013
77,Alex Stalock,25,SJS,2,0,0,0,1,2,13,11,.846,2.87,0,0.0,42,0,,0,,,0,0,0,0,2013
78,Daniel Taylor,26,CGY,2,2,1,1,0,6,68,62,.912,3.00,0,0.4,120,1,.500,0,,,0,0,0,0,2013
79,José Théodore,36,FLA,15,14,4,6,3,42,391,349,.893,3.29,0,1.5,766,5,.357,5,122,-7.56,0,0,0,2,2013
80,Semyon Varlamov,24,COL,35,33,11,21,3,98,1007,909,.903,3.02,3,5.1,1950,12,.364,7,110,-9.31,0,1,1,0,2013
81,Tomáš Vokoun,36,PIT,20,17,13,4,0,42,519,477,.919,2.45,3,3.6,1029,9,.529,5,92,3.71,0,2,2,2,2013
82,Cam Ward,28,CAR,17,16,9,6,1,44,477,433,.908,2.84,0,2.7,929,8,.500,3,105,-1.99,0,0,0,0,2013
1,Craig Anderson,30,OTT,63,60,33,22,6,165,1917,1752,.914,2.83,3,11.7,3492,34,.567,9,100,0.75,0,4,4,4,2012
2,Alex Auld,31,OTT,14,8,2,4,2,36,310,274,.884,3.35,0,0.8,645,2,.250,2,,,0,0,0,0,2012
3,Richard Bachman,24,DAL,18,15,8,5,1,43,477,434,.910,2.77,1,2.7,933,9,.600,2,104,-1.76,0,1,1,0,2012
4,Niklas Bäckström,33,MIN,46,45,19,18,7,105,1299,1194,.919,2.43,4,8.8,2590,24,.533,8,93,7.31,0,2,2,2,2012
5,Jonathan Bernier,23,LAK,16,13,5,6,2,35,383,348,.909,2.36,1,2.1,890,6,.462,1,106,-1.88,0,0,0,0,2012
6,Martin Biron,34,NYR,21,20,12,6,2,50,519,469,.904,2.46,2,2.5,1220,7,.350,4,111,-5.13,0,3,3,0,2012
7,Ben Bishop,25,OTT,10,9,3,3,2,22,243,221,.909,2.48,0,1.4,532,5,.556,1,,,0,0,0,2,2012
8,Sergei Bobrovsky,23,PHI,29,25,14,10,2,78,769,691,.899,3.02,0,3.3,1550,11,.440,5,117,-11.51,0,0,0,0,2012
